brightness,contrast,saturation,hue,rotation,h_flip,v_flip,noise_mean,noise_std,pixel_auroc,pixel_aupro,pixel_f1,pixel_sensitivity,pixel_specificity,image_auroc,image_ap,image_f1,image_sensitivity,image_specificity
0,0,0.5,0.5,0,0,0,0,0,0.6901469781949753,0.36708338131536833,0.6263697947921629,0.9033090717662642,0.3221399666873852,0.5777126099706745,0.8757747813020845,0.8942307692307693,,
0,0,0.5,0.5,0,0,1,0,0,0.6901659061333013,0.3670927786145712,0.6263787521656274,0.9041570026705223,0.32088353726176094,0.5777126099706744,0.8755940704358898,0.8942307692307693,,
0,0,0.5,0.5,0,1,0,0,0,0.6901556351281544,0.36703724936490273,0.6263698701706417,0.9044334605018209,0.3204363038451552,0.5772238514173998,0.8754916960178487,0.8942307692307693,,
0,0,0.5,0.5,0,1,1,0,0,0.6901439432216688,0.36702311347815403,0.626369940003846,0.9046118178347499,0.32016624303434366,0.5777126099706745,0.8757747813020845,0.8942307692307693,,
0,0,0.5,0.5,40,0,0,0,0,0.6901447003219434,0.3671094058126175,0.6263634601493198,0.903215888188589,0.3222610227610627,0.5772238514173998,0.8755963807441773,0.8942307692307693,,
0,0,0.5,0.5,40,0,1,0,0,0.6901438472210086,0.3670516063424239,0.6263679222727162,0.9032446759662027,0.322231594462482,0.5769794721407625,0.8753496928913775,0.8942307692307693,,
0,0,0.5,0.5,40,1,0,0,0,0.6901577975002801,0.3670720598533932,0.6263693303319228,0.9036147932062114,0.32167519685449303,0.5767350928641252,0.8753496928913774,0.8942307692307693,,
0,0,0.5,0.5,40,1,1,0,0,0.6901520866669624,0.36707702812002757,0.6263691357408914,0.9032962243283209,0.322157338699769,0.5772238514173998,0.8755963807441773,0.8942307692307693,,
0,0.5,0,0,0,0,0,0,0,0.6901557090673003,0.36704708084448695,0.6263723136594536,0.904444166700107,0.32042786444481736,0.5767350928641252,0.8751713289977048,0.8942307692307693,,
0,0.5,0,0,0,0,1,0,0,0.6901547348788648,0.3670482721469382,0.6263689117760187,0.9041512926981031,0.32086084952319033,0.5772238514173998,0.8755963807441773,0.8942307692307693,,
